iter	Passed	Remaining
270	2399	965
271	2407	955
272	2416	947
273	2424	937
274	2432	928
275	2441	920
276	2450	911
277	2459	902
278	2470	894
279	2479	885
280	2488	876
281	2497	867
282	2505	858
283	2514	850
284	2523	841
285	2532	832
286	2541	823
287	2549	814
288	2557	805
289	2566	796
290	2575	787
291	2583	778
292	2592	769
293	2601	760
294	2610	752
295	2618	743
296	2626	734
297	2636	725
298	2644	716
299	2652	707
300	2661	698
301	2671	689
302	2680	681
303	2689	672
304	2697	663
305	2705	654
306	2715	645
307	2723	636
308	2731	627
309	2740	618
310	2748	609
311	2757	600
312	2766	592
313	2776	583
314	2784	574
315	2794	566
316	2802	557
317	2813	548
318	2822	539
319	2830	530
320	2839	521
321	2847	512
322	2856	504
323	2866	495
324	2875	486
325	2883	477
326	2892	468
327	2901	460
328	2915	451
329	2923	442
330	2932	434
331	2940	425
332	2948	416
333	2957	407
334	2967	398
335	2977	389
336	2986	381
337	2994	372
338	3003	363
339	3012	354
340	3022	345
341	3031	336
342	3041	328
343	3048	319
344	3057	310
345	3065	301
346	3076	292
347	3085	283
348	3094	274
349	3102	265
350	3110	257
351	3119	248
352	3126	239
353	3135	230
354	3143	221
355	3150	212
356	3157	203
357	3165	194
358	3173	185
359	3181	176
360	3188	167
361	3195	158
362	3203	150
363	3210	141
364	3218	132
365	3225	123
366	3232	114
367	3240	105
368	3248	96
369	3258	88
370	3270	79
371	3279	70
372	3287	61
373	3294	52
374	3302	44
375	3311	35
376	3319	26
377	3332	17
378	3350	8
379	3365	0
